YEAR,MONTH,DAY_OF_MONTH,FL_DATE,UNIQUE_CARRIER,AIRLINE_ID,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,DIV_REACHED_DEST
2016,1,10,1/10/16,AA,19805,1116,12892,LAX,"Los Angeles, CA",10397,ATL,"Atlanta, GA",2305,2305,0,0,0,135,135,0,0,0,150,150,150,1947,
2016,1,10,1/10/16,DL,19790,2625,14057,PDX,"Portland, OR",10397,ATL,"Atlanta, GA",2235,2235,0,0,0,35,35,0,0,0,120,120,120,2172,
2016,1,10,1/10/16,NK,20416,806,12889,LAS,"Las Vegas, NV",10397,ATL,"Atlanta, GA",5,5,0,0,0,35,35,0,0,0,30,30,30,1747,
2016,1,10,1/10/16,DL,19790,2324,14869,SLC,"Salt Lake City, UT",10397,ATL,"Atlanta, GA",5,5,0,0,0,35,35,0,0,0,30,30,30,1590,
2016,1,10,1/10/16,DL,19790,2224,14831,SJC,"San Jose, CA",10397,ATL,"Atlanta, GA",2235,2235,0,0,0,5,5,0,0,0,90,90,90,2116,
2016,1,10,1/10/16,DL,19790,2284,14771,SFO,"San Francisco, CA",10397,ATL,"Atlanta, GA",35,35,0,0,0,205,205,0,0,0,90,90,90,2139,
2016,1,10,1/10/16,DL,19790,1593,14747,SEA,"Seattle, WA",10397,ATL,"Atlanta, GA",35,35,0,0,0,105,105,0,0,0,30,30,30,2182,
2016,1,10,1/10/16,DL,19790,1254,12892,LAX,"Los Angeles, CA",10397,ATL,"Atlanta, GA",35,35,0,0,0,135,135,0,0,0,60,60,60,1947,
2016,1,10,1/10/16,DL,19790,955,10868,CAE,"Columbia, SC",10397,ATL,"Atlanta, GA",35,35,0,0,0,105,105,0,0,0,30,30,30,192,
2016,1,10,1/10/16,DL,19790,836,12173,HNL,"Honolulu, HI",10397,ATL,"Atlanta, GA",105,105,0,0,0,135,135,0,0,0,30,30,30,4502,
2016,1,10,1/10/16,EV,20366,4985,11953,GNV,"Gainesville, FL",10397,ATL,"Atlanta, GA",105,105,0,0,0,205,205,0,0,0,60,60,60,300,
2016,1,10,1/10/16,DL,19790,2197,11066,CMH,"Columbus, OH",10397,ATL,"Atlanta, GA",105,105,0,0,0,135,135,0,0,0,30,30,30,447,
2016,1,10,1/10/16,DL,19790,2403,10990,CHO,"Charlottesville, VA",10397,ATL,"Atlanta, GA",135,135,0,0,0,205,205,0,0,0,30,30,30,457,
2016,1,10,1/10/16,DL,19790,1362,14986,SRQ,"Sarasota/Bradenton, FL",10397,ATL,"Atlanta, GA",135,135,0,0,0,205,205,0,0,0,30,30,30,444,
